// Reference=MNI
// Kampa, 2019: Stop > Go, Activations (b)
// Subjects=99
62	-42	26
56	-44	32
46	-26	-6
34	-68	-10
58	-34	46
44	-58	-8
33	-54	-12
54	-42	14
58	-46	6
34	-52	44
40	-44	40
32	26	-4
50	16	14
42	4	42
42	6	32
50	20	44
28	44	24
42	46	30
42	34	20
40	38	14
40	40	26
6	16	54
14	6	62
6	32	24
8	24	36
8	20	38
-6	12	48
-8	26	26
-32	18	-8
-30	22	4
-32	-56	-12
-40	-70	4
-32	-72	-10
-60	-44	42
-30	-50	40
6	-28	-2
0	-10	-6
18	-34	0
22	-30	-2
0	-18	-4
6	-22	30
-4	-22	30
16	10	-6
6	4	4
12	6	10
-10	6	6
16	-64	38
30	-84	8
34	-80	4
26	-86	12
-26	-86	8
-24	-88	12
-20	8	68
-16	2	64
-6	36	14
-48	-50	12
40	38	40
-18	-34	-2
-18	-38	0
-12	-66	38
-4	-34	-8
