// Reference=MNI
// Rae, 2015: Stop > Go, Activations
// Subjects=16
58	-34	14
60	-30	12
-50	-30	4
68	-20	10
60	-20	4
50	-10	2
-44	-26	6
-64	-22	4
-56	-38	10
-44	-36	10
-64	-30	8
-48	-16	2
-58	-46	16
-48	-38	12
-68	-34	10
50	-20	-2
-62	-50	30
52	22	14
-32	30	2
-42	18	6
46	16	24
-40	26	0
34	-50	-12
-34	-50	-14
-34	-54	-12
32	-64	-10
-38	-54	-14
30	-56	-10
-34	-60	-12
30	28	4
38	26	2
-30	18	-8
48	14	26
10	20	50
16	12	60
-8	18	54
-6	22	50
10	14	70
-34	-70	-8
-38	-74	-8
-32	-82	-8
26	-54	6
4	-36	-8
-42	0	44
-38	-2	38
-16	10	68
-12	14	54
-14	12	58
18	-42	-8
36	-88	6
36	-84	14
30	-90	5
-24	-64	8
-14	-72	12
16	-72	42
-2	-12	-4
8	-24	-2
-14	-74	36
20	-62	38
-18	-78	26
-16	-80	30
-8	22	42
44	-60	-12
