// Reference=MNI
// Rae, 2014: Stop > Go, Activations (b)
// Subjects=17
-4	32	38
46	30	-2
-2	30	44
58	24	6
54	24	-2
-58	24	28
-2	24	52
2	24	54
48	22	-10
32	22	-12
-46	22	0
-32	22	-8
6	22	56
54	20	18
-48	18	6
14	18	68
16	18	64
12	18	60
54	-8	-4
50	-12	2
66	-24	6
-54	-28	4
-60	-30	8
-58	-36	10
-62	-38	12
-66	-38	32
68	-42	6
-62	-42	38
-64	-44	34
64	-46	14
-58	-46	16
-58	-46	40
-64	-48	30
-54	-58	10
-10	-72	12
-10	-76	22
-10	-80	36
-8	-82	32
-8	-84	42
	

// Reference=MNI
// vanEijk, 2015: Stop > Go, Activations (a)
// Subjects=18
33	48	-12
-48	39	-15	
33	21	45
18	60	18
33	-69	-12
-54	51	45
-33	-90	6
// Reference=MNI
// Morein-Zamir, 2014: NoGo > Go, Activations
// Subjects=21
30	-68	44
34	-72	32
34	22	-4
28	24	4
4	10	56
-34	-44	-22
42	-50	58
38	-50	44
-32	-82	22
-32	-90	12
42	8	30
42	-62	-10
30	0	52
40	2	42
32	2	44
12	-66	46
18	-60	40
-30	18	-4
-32	-6	48
44	26	24
-28	-56	40
36	-74	18
-32	18	8
6	-34	24
-28	-72	26
// Reference=MNI
// Sebastian, 2014: NoGo > Go, Activations
// Subjects=24
0	0	60
-48	-6	51
-21	-6	57
36	-87	6
48	-72	-3
27	-93	12
57	-69	6
54	-21	-3
60	-30	0
60	9	-6
-51	-75	3
33	-63	57
30	-54	45
45	-42	54
45	-33	39
54	3	43
36	-6	48
-24	9	6
24	15	0
// Reference=MNI
// Sebastian, 2013b: NoGo > Go, Activations
// Subjects=24
36	39	27	
-6	-6	66
3	0	63
-9	6	54
-27	0	66
-45	-3	51
-9	15	36
15	48	36
24	45	27
12	57	24
54	6	42
45	0	54
33	-3	60
48	-72	-3
39	-87	3
27	-93	12	
54	-24	-3
66	-33	21
-51	-75	3
-15	-96	9
-6	96	9
18	-6	21
-9	0	15
27	6	6
-24	9	9
// Reference=MNI
// Gaillard, 2020: Stop > Go, Activations
// Subjects=38
62	-38	6
44	2	44
20	10	-6
-46	-30	10
-14	-74	-28
// Reference=MNI
// Mohammadi, 2015: Stop > Go, Activations
// Subjects=17
-4	16	34
8	14	38
-2	18	48
4	16	46
-2	6	54
4	6	52
-42	34	12
52	32	10
-6	14	56
10	14	62
-40	28	24
28	-68	46
-40	26	-6

// Reference=MNI
// Eijsker, 2019: Stop > Go, Activations
// Subjects=21
38	-86	0
-48	-76	-2
-34	-90	2
-40	-54	-16
32	24	-4
-32	20	-6
48	16	28
46	8	44
20	12	60
-38	30	32

// Reference=MNI
// vanEijk, 2015: Stop > Go, Activations (b)
// Subjects=25
32	24	-6
-32	24	0
-38	36	38
8	22	34
32	-76	-12
24	-30	0
-30	-68	-50
// Reference=MNI
// Alam, 2018: NoGo > Go, Activations (a)
// Subjects=27
46	-62	-12
46	-70	-4
56	-56	-4
52	-60	-6
50	-46	8
56	-66	-4
-46	-70	-4
-46	-82	0
-44	-82	4
-52	-62	8
-34	-86	6
-36	-90	-4
18	-72	54
30	-70	42
36	-68	52
30	0	58
// Reference=MNI
// Hampshire, 2010: Stop > Go, Activations
// Subjects=14
-36	16	-4
42	18	-6
-50	-48	44
50	-42	48
// Reference=MNI
// Kampa, 2019: Stop > Go, Activations (b)
// Subjects=99
62	-42	26
56	-44	32
46	-26	-6
34	-68	-10
58	-34	46
44	-58	-8
33	-54	-12
54	-42	14
58	-46	6
34	-52	44
40	-44	40
32	26	-4
50	16	14
42	4	42
42	6	32
50	20	44
28	44	24
42	46	30
42	34	20
40	38	14
40	40	26
6	16	54
14	6	62
6	32	24
8	24	36
8	20	38
-6	12	48
-8	26	26
-32	18	-8
-30	22	4
-32	-56	-12
-40	-70	4
-32	-72	-10
-60	-44	42
-30	-50	40
6	-28	-2
0	-10	-6
18	-34	0
22	-30	-2
0	-18	-4
6	-22	30
-4	-22	30
16	10	-6
6	4	4
12	6	10
-10	6	6
16	-64	38
30	-84	8
34	-80	4
26	-86	12
-26	-86	8
-24	-88	12
-20	8	68
-16	2	64
-6	36	14
-48	-50	12
40	38	40
-18	-34	-2
-18	-38	0
-12	-66	38
-4	-34	-8
// Reference=MNI
// Schel, 2014: Stop > Go, Activations
// Subjects=24
-21	-57	-6
27	-72	-12
30	18	-12
15	-96	15
-30	-66	-9
42	12	-9
27	-60	-6
-6	-96	3
48	-42	39
36	45	21
54	-24	-3
12	-3	15
-12	0	15
// Reference=MNI
// Lorenz, 2015: Stop > Go, Activations
// Subjects=38
-30	-94	-5
-15	-100	-2
-27	-94	7
27	-88	-5
24	-100	7
18	-100	-2
66	-40	-2
48	-58	49
36	-58	55
18	-67	55
45	8	-41
42	5	-44
-51	-52	34
-48	-49	58
-60	-46	37
-36	-46	40
-54	-55	10
-63	-61	7
-36	-58	46
